F	X	Y	Z	W	P	R
1.47	-48.254	48.968	1.407	1.67027	1.6459	0
1.469	-49.678	47.536	1.408	1.62141	1.69448	0
1.468	-51.058	46.063	1.408	1.57117	1.74159	0
1.467	-52.396	44.551	1.408	1.51958	1.78723	0
1.465	-53.688	43	1.409	1.46665	1.83132	0
1.463	-54.935	41.41	1.409	1.41241	1.87387	0
1.462	-56.135	39.785	1.41	1.35699	1.91481	0
1.461	-57.286	38.126	1.41	1.30037	1.95409	0
1.46	-58.388	36.432	1.41	1.24261	1.9917	0
1.459	-59.441	34.707	1.411	1.18375	2.02765	0
1.459	-60.442	32.952	1.411	1.12387	2.06181	0
1.459	-61.392	31.167	1.411	1.06301	2.0942	0
1.46	-62.289	29.356	1.412	1.00123	2.12483	0
1.46	-63.133	27.518	1.412	0.93852	2.15362	0
1.46	-63.922	25.656	1.413	0.87504	2.18057	0
1.461	-64.656	23.772	1.413	0.81077	2.20562	0
1.462	-65.335	21.867	1.413	0.74579	2.22878	0
1.462	-65.958	19.942	1.414	0.68012	2.25006	0
1.463	-66.524	17.999	1.414	0.61387	2.26937	0
1.464	-67.032	16.041	1.414	0.54708	2.28672	0
1.464	-67.484	14.069	1.415	0.47981	2.30214	0
1.465	-67.877	12.082	1.415	0.41206	2.31555	0
1.465	-68.211	10.086	1.416	0.34398	2.32696	0
1.466	-68.488	8.081	1.416	0.27559	2.3364	0
1.466	-68.705	6.068	1.416	0.20694	2.3438	0
1.466	-68.862	4.048	1.417	0.13805	2.34918	0
1.466	-68.961	2.025	1.417	0.06906	2.35256	0
1.466	-69	0	1.418	0	2.35388	0
1.465	-68.979	-2.026	1.418	-0.06908	2.35317	0
1.464	-68.9	-4.05	1.418	-0.13812	2.35047	0
1.463	-68.76	-6.073	1.419	-0.2071	2.3457	0
1.462	-68.561	-8.089	1.419	-0.27588	2.33891	0
1.461	-68.304	-10.1	1.419	-0.34445	2.33014	0
1.459	-67.987	-12.102	1.42	-0.41273	2.31932	0
1.458	-67.611	-14.095	1.42	-0.48072	2.30648	0
1.456	-67.178	-16.076	1.421	-0.54827	2.2917	0
1.455	-66.686	-18.043	1.421	-0.61537	2.2749	0
1.453	-66.136	-19.995	1.421	-0.68195	2.25614	0
1.452	-65.53	-21.932	1.422	-0.74802	2.23545	0
1.45	-64.867	-23.85	1.422	-0.81341	2.2128	0
1.449	-64.147	-25.747	1.423	-0.87811	2.18824	0
1.448	-63.373	-27.622	1.423	-0.94209	2.16182	0
1.446	-62.542	-29.475	1.423	-1.0053	2.13347	0
1.445	-61.659	-31.303	1.424	-1.06764	2.10333	0
1.444	-60.722	-33.104	1.424	-1.12906	2.07134	0
1.443	-59.732	-34.876	1.424	-1.18953	2.03755	0
1.443	-58.69	-36.621	1.425	-1.24904	2.00201	0
1.442	-57.597	-38.333	1.425	-1.30744	1.96472	0
1.443	-56.455	-40.012	1.426	-1.36473	1.92573	0
1.443	-55.264	-41.658	1.426	-1.42087	1.88509	0
1.444	-54.024	-43.269	1.426	-1.47582	1.84277	0
1.445	-52.737	-44.842	1.427	-1.52949	1.79887	0
1.446	-51.406	-46.377	1.427	-1.58187	1.75344	0
1.446	-50.029	-47.872	1.428	-1.63288	1.70646	0
1.445	-48.607	-49.327	1.428	-1.68252	1.65797	0
1.445	-47.145	-50.74	1.428	-1.73073	1.60809	0
1.443	-45.642	-52.109	1.429	-1.77743	1.55679	0
1.442	-44.098	-53.433	1.429	-1.82261	1.50413	0
1.44	-42.516	-54.713	1.43	-1.86629	1.45015	0
1.438	-40.897	-55.944	1.43	-1.90832	1.39492	0
1.437	-39.243	-57.128	1.43	-1.94871	1.33847	0
1.436	-37.554	-58.264	1.431	-1.98746	1.28088	0
1.436	-35.831	-59.349	1.431	-2.02451	1.22211	0
1.435	-34.078	-60.383	1.431	-2.05979	1.16231	0
1.435	-32.296	-61.366	1.432	-2.09334	1.10151	0
1.436	-30.485	-62.296	1.432	-2.12507	1.03973	0
1.436	-28.647	-63.172	1.433	-2.15497	0.97704	0
1.436	-26.783	-63.995	1.433	-2.18307	0.91346	0
1.437	-24.896	-64.762	1.433	-2.20925	0.84911	0
1.437	-22.988	-65.475	1.434	-2.23356	0.78402	0
1.438	-21.059	-66.13	1.434	-2.25592	0.71823	0
1.438	-19.11	-66.728	1.435	-2.27635	0.65176	0
1.439	-17.146	-67.27	1.435	-2.29484	0.58476	0
1.439	-15.166	-67.753	1.435	-2.31133	0.51723	0
1.44	-13.172	-68.178	1.436	-2.32583	0.44924	0
1.441	-11.166	-68.546	1.436	-2.33837	0.38081	0
1.441	-9.15	-68.853	1.436	-2.34885	0.31207	0
1.442	-7.126	-69.101	1.437	-2.35731	0.24304	0
1.442	-5.096	-69.29	1.437	-2.36378	0.17378	0
1.442	-3.059	-69.419	1.438	-2.36817	0.10432	0
1.441	-1.02	-69.488	1.438	-2.37052	0.03479	0
1.441	1.02	-69.498	1.438	-2.37086	-0.03479	0
1.44	3.06	-69.447	1.439	-2.36913	-0.10436	0
1.44	5.099	-69.336	1.439	-2.36534	-0.1739	0
1.439	7.133	-69.166	1.44	-2.35955	-0.24327	0
1.437	9.161	-68.936	1.44	-2.35169	-0.31244	0
1.436	11.182	-68.646	1.44	-2.34181	-0.38137	0
1.434	13.195	-68.298	1.441	-2.32992	-0.45003	0
1.433	15.196	-67.89	1.441	-2.31599	-0.51827	0
1.431	17.185	-67.423	1.441	-2.30007	-0.58609	0
1.43	19.159	-66.9	1.442	-2.28219	-0.65343	0
1.429	21.118	-66.317	1.442	-2.26229	-0.72026	0
1.427	23.059	-65.677	1.443	-2.24045	-0.78644	0
1.426	24.98	-64.981	1.443	-2.2167	-0.85197	0
1.425	26.88	-64.228	1.443	-2.191	-0.91678	0
1.424	28.759	-63.42	1.444	-2.16343	-0.98087	0
1.422	30.612	-62.556	1.444	-2.13396	-1.04408	0
1.421	32.439	-61.639	1.445	-2.10265	-1.1064	0
1.42	34.24	-60.669	1.445	-2.06954	-1.16781	0
1.419	36.01	-59.646	1.445	-2.03462	-1.22821	0
1.419	37.751	-58.57	1.446	-1.9979	-1.28761	0
1.419	39.46	-57.445	1.446	-1.95951	-1.34589	0
1.42	41.134	-56.269	1.447	-1.91939	-1.40301	0
1.42	42.774	-55.044	1.447	-1.8776	-1.45894	0
1.421	44.378	-53.772	1.447	-1.83419	-1.51368	0
1.422	45.943	-52.453	1.448	-1.78918	-1.56708	0
1.422	47.469	-51.089	1.448	-1.74263	-1.61914	0
1.422	48.956	-49.68	1.448	-1.69458	-1.66985	0
1.422	50.4	-48.227	1.449	-1.645	-1.71913	0
1.421	51.801	-46.733	1.449	-1.59402	-1.76692	0
1.419	53.158	-45.199	1.45	-1.54168	-1.81322	0
1.418	54.468	-43.625	1.45	-1.48798	-1.85795	0
1.416	55.733	-42.012	1.45	-1.43295	-1.90111	0
1.415	56.951	-40.364	1.451	-1.37672	-1.94265	0
1.413	58.118	-38.68	1.451	-1.31927	-1.9825	0
1.413	59.236	-36.962	1.452	-1.26067	-2.02065	0
1.412	60.305	-35.211	1.452	-1.20095	-2.05712	0
1.412	61.32	-33.43	1.452	-1.1402	-2.09177	0
1.413	62.283	-31.62	1.453	-1.07845	-2.12463	0
1.413	63.194	-29.782	1.453	-1.01577	-2.1557	0
1.413	64.049	-27.917	1.454	-0.95215	-2.18491	0
1.414	64.85	-26.029	1.454	-0.88774	-2.21225	0
1.414	65.595	-24.117	1.454	-0.82254	-2.23766	0
1.415	66.283	-22.184	1.455	-0.75661	-2.26115	0
1.415	66.916	-20.231	1.455	-0.68999	-2.28273	0
1.416	67.489	-18.261	1.455	-0.62278	-2.30232	0
1.416	68.005	-16.274	1.456	-0.55502	-2.31992	0
1.417	68.463	-14.273	1.456	-0.48677	-2.33555	0
1.417	68.862	-12.257	1.457	-0.41804	-2.34916	0
1.418	69.201	-10.232	1.457	-0.34897	-2.36073	0
1.418	69.481	-8.198	1.457	-0.27958	-2.3703	0
1.419	69.701	-6.156	1.458	-0.20994	-2.3778	0
1.419	69.86	-4.106	1.458	-0.14005	-2.38325	0
1.418	69.961	-2.054	1.459	-0.07006	-2.38668	0
1.418	70	0	1.459	0	-2.38802	0
1.379	69.98	1.999	1.459	0.06817	-2.38735	0
1.378	69.904	3.998	1.46	0.13634	-2.38473	0
1.378	69.77	5.992	1.46	0.20437	-2.38017	0
1.377	69.58	7.983	1.46	0.27226	-2.37366	0
1.376	69.332	9.969	1.461	0.33998	-2.36521	0
1.374	69.029	11.946	1.461	0.40741	-2.35487	0
1.373	68.668	13.915	1.462	0.47456	-2.34256	0
1.371	68.252	15.871	1.462	0.5413	-2.32835	0
1.37	67.78	17.816	1.462	0.60761	-2.31223	0
1.369	67.252	19.747	1.463	0.67349	-2.29421	0
1.368	66.669	21.662	1.463	0.7388	-2.27432	0
1.366	66.032	23.56	1.464	0.80352	-2.25257	0
1.365	65.34	25.44	1.464	0.86764	-2.22897	0
1.364	64.596	27.298	1.464	0.93104	-2.20356	0
1.363	63.798	29.135	1.465	0.99369	-2.17634	0
1.362	62.948	30.95	1.465	1.05559	-2.14732	0
1.361	62.047	32.739	1.465	1.11662	-2.11659	0
1.36	61.095	34.502	1.466	1.17678	-2.08407	0
1.359	60.093	36.237	1.466	1.23595	-2.04987	0
1.359	59.041	37.943	1.467	1.29414	-2.01399	0
1.359	57.94	39.619	1.467	1.35132	-1.97643	0
1.359	56.793	41.263	1.467	1.40738	-1.93727	0
1.36	55.599	42.873	1.468	1.46231	-1.89653	0
1.36	54.358	44.449	1.468	1.5161	-1.8542	0
1.361	53.074	45.989	1.468	1.56863	-1.81037	0
1.362	51.746	47.491	1.469	1.61989	-1.76506	0
1.362	50.375	48.957	1.469	1.66988	-1.71827	0
1.361	48.964	50.382	1.47	1.71852	-1.67012	0
1.36	47.51	51.767	1.47	1.76577	-1.62054	0
1.359	46.019	53.109	1.47	1.81156	-1.56966	0
1.358	44.49	54.408	1.471	1.85589	-1.51748	0
1.356	42.923	55.664	1.471	1.89874	-1.46402	0
1.355	41.321	56.874	1.472	1.94003	-1.40939	0
1.354	39.686	58.038	1.472	1.97975	-1.3536	0
1.353	38.016	59.155	1.472	2.01789	-1.29665	0
1.352	36.317	60.224	1.473	2.05437	-1.23867	0
1.352	34.587	61.245	1.473	2.08918	-1.17966	0
1.353	32.828	62.216	1.473	2.12232	-1.11964	0
1.353	31.042	63.136	1.474	2.15375	-1.05875	0
1.353	29.23	64.006	1.474	2.18342	-0.99692	0
1.354	27.394	64.822	1.475	2.21129	-0.9343	0
1.354	25.535	65.586	1.475	2.23737	-0.87091	0
1.355	23.654	66.298	1.475	2.26164	-0.80675	0
1.355	21.755	66.954	1.476	2.28406	-0.74196	0
1.355	19.837	67.557	1.476	2.30462	-0.67655	0
1.356	17.901	68.105	1.476	2.32332	-0.61053	0
1.356	15.952	68.597	1.477	2.34012	-0.54403	0
1.357	13.988	69.033	1.477	2.35501	-0.47708	0
1.357	12.012	69.413	1.478	2.36799	-0.40968	0
1.358	10.027	69.738	1.478	2.37907	-0.34197	0
1.358	8.032	70.005	1.478	2.38818	-0.27392	0
1.358	6.031	70.214	1.479	2.39534	-0.20567	0
1.358	4.024	70.367	1.479	2.40054	-0.13724	0
1.358	2.012	70.462	1.48	2.40379	-0.06864	0
1.358	0	70.5	1.48	2.40508	0	0
1.357	-2.013	70.48	1.48	2.40441	0.06865	0
1.357	-4.026	70.403	1.481	2.40177	0.13731	0
1.356	-6.035	70.268	1.481	2.39717	0.20583	0
1.355	-8.04	70.076	1.481	2.39062	0.2742	0
1.354	-10.04	69.827	1.482	2.38211	0.34241	0
1.353	-12.031	69.522	1.482	2.37169	0.41032	0
1.352	-14.014	69.158	1.483	2.35929	0.47794	0
1.35	-15.985	68.739	1.483	2.34497	0.54516	0
1.349	-17.943	68.263	1.483	2.32873	0.61195	0
1.348	-19.888	67.731	1.484	2.31058	0.6783	0
1.347	-21.817	67.145	1.484	2.29055	0.74407	0
1.346	-23.728	66.503	1.484	2.26865	0.80925	0
1.344	-25.621	65.806	1.485	2.24487	0.87383	0
1.343	-27.493	65.056	1.485	2.21927	0.93768	0
1.342	-29.343	64.253	1.486	2.19186	1.00077	0
1.341	-31.17	63.397	1.486	2.16263	1.06311	0
1.34	-32.972	62.49	1.486	2.13168	1.12458	0
1.339	-34.748	61.53	1.487	2.09893	1.18516	0
1.338	-36.495	60.521	1.487	2.06448	1.24476	0
1.338	-38.213	59.462	1.488	2.02834	1.30336	0
1.338	-39.901	58.353	1.488	1.99051	1.36095	0
1.338	-41.556	57.198	1.488	1.95108	1.41741	0
1.339	-43.178	55.995	1.489	1.91004	1.47273	0
1.339	-44.766	54.746	1.489	1.86741	1.5269	0
1.34	-46.316	53.452	1.489	1.82327	1.5798	0
1.341	-47.829	52.115	1.49	1.77763	1.63143	0
1.341	-49.305	50.733	1.49	1.7305	1.68177	0
1.34	-50.741	49.312	1.491	1.68201	1.73075	0
1.34	-52.135	47.848	1.491	1.63207	1.77833	0
1.338	-53.487	46.346	1.491	1.58083	1.82445	0
1.337	-54.795	44.806	1.492	1.52828	1.8691	0
1.335	-56.06	43.228	1.492	1.47444	1.91225	0
1.334	-57.278	41.615	1.493	1.41942	1.95384	0
1.333	-58.451	39.968	1.493	1.36322	1.99384	0
1.332	-59.576	38.287	1.493	1.30587	2.03225	0
1.332	-60.653	36.575	1.494	1.24747	2.06898	0
1.332	-61.68	34.833	1.494	1.18805	2.10404	0
1.332	-62.658	33.061	1.494	1.1276	2.13742	0
1.332	-63.585	31.263	1.495	1.06627	2.16906	0
1.333	-64.46	29.437	1.495	1.00401	2.19894	0
1.333	-65.283	27.589	1.496	0.94094	2.22701	0
1.334	-66.052	25.717	1.496	0.8771	2.25327	0
1.334	-66.768	23.822	1.496	0.81248	2.27771	0
1.334	-67.43	21.909	1.497	0.74723	2.30029	0
1.335	-68.037	19.978	1.497	0.68135	2.321	0
1.335	-68.588	18.028	1.498	0.61486	2.33983	0
1.336	-69.084	16.065	1.498	0.54789	2.35674	0
1.336	-69.523	14.088	1.498	0.48046	2.37173	0
1.336	-69.906	12.097	1.499	0.41258	2.38481	0
1.337	-70.233	10.098	1.499	0.3444	2.39596	0
1.337	-70.502	8.089	1.499	0.27586	2.40513	0
1.338	-70.713	6.073	1.5	0.20713	2.41234	0
1.338	-70.866	4.053	1.5	0.13821	2.41758	0
1.337	-70.962	2.027	1.501	0.06912	2.42086	0
1.337	-71	0	1.501	0	2.42215	0
1.337	-70.98	-2.027	1.501	-0.06914	2.42147	0
1.336	-70.902	-4.055	1.502	-0.13828	2.41881	0
1.335	-70.766	-6.078	1.502	-0.20729	2.41418	0
1.334	-70.573	-8.097	1.502	-0.27614	2.40758	0
1.333	-70.322	-10.111	1.503	-0.34483	2.399	0
1.332	-70.014	-12.116	1.503	-0.41322	2.38851	0
1.331	-69.648	-14.113	1.504	-0.48133	2.37602	0
1.33	-69.226	-16.098	1.504	-0.54902	2.36159	0
1.329	-68.747	-18.07	1.504	-0.61628	2.34524	0
1.327	-68.211	-20.029	1.505	-0.6831	2.32696	0
1.326	-67.62	-21.971	1.505	-0.74934	2.30678	0
1.325	-66.974	-23.896	1.506	-0.81498	2.28472	0
1.324	-66.272	-25.802	1.506	-0.88002	2.26077	0
1.323	-65.517	-27.688	1.506	-0.94432	2.23499	0
1.322	-64.708	-29.55	1.507	-1.00786	2.20738	0
1.321	-63.845	-31.391	1.507	-1.07064	2.17795	0
1.32	-62.932	-33.206	1.508	-1.13254	2.14677	0
1.319	-61.965	-34.994	1.508	-1.19355	2.11379	0
1.318	-60.949	-36.754	1.508	-1.25357	2.07909	0
1.318	-59.882	-38.484	1.509	-1.31258	2.0427	0
1.318	-58.766	-40.184	1.509	-1.37058	2.0046	0
1.318	-57.602	-41.85	1.509	-1.42744	1.96488	0
1.319	-56.391	-43.483	1.51	-1.48315	1.92355	0
1.319	-55.133	-45.082	1.51	-1.53769	1.88061	0
1.32	-53.83	-46.644	1.511	-1.59097	1.83616	0
1.32	-52.483	-48.168	1.511	-1.64296	1.7902	0
1.321	-51.092	-49.653	1.511	-1.69366	1.74274	0
1.32	-49.66	-51.099	1.512	-1.74298	1.6939	0
1.319	-48.187	-52.504	1.512	-1.7909	1.64361	0
1.318	-46.674	-53.865	1.513	-1.83735	1.592	0
1.317	-45.123	-55.182	1.513	-1.88231	1.53908	0
1.315	-43.533	-56.456	1.513	-1.92577	1.48485	0
1.314	-41.909	-57.683	1.514	-1.96764	1.42944	0
1.313	-40.25	-58.863	1.514	-2.00792	1.37285	0
1.312	-38.557	-59.997	1.514	-2.0466	1.31509	0
1.312	-36.833	-61.081	1.515	-2.0836	1.25628	0
1.312	-35.079	-62.115	1.515	-2.1189	1.19643	0
1.312	-33.294	-63.1	1.516	-2.15251	1.13556	0
1.313	-31.484	-64.034	1.516	-2.18438	1.0738	0
1.313	-29.645	-64.915	1.516	-2.21446	1.01109	0
1.314	-27.783	-65.743	1.517	-2.24273	0.94758	0
1.314	-25.898	-66.518	1.517	-2.26917	0.88329	0
1.314	-23.99	-67.239	1.518	-2.29379	0.81821	0
1.314	-22.064	-67.905	1.518	-2.31652	0.7525	0
1.315	-20.119	-68.516	1.518	-2.33737	0.68616	0
1.315	-18.155	-69.072	1.519	-2.35633	0.6192	0
1.316	-16.178	-69.571	1.519	-2.37336	0.55176	0
1.316	-14.187	-70.013	1.519	-2.38846	0.48385	0
1.317	-12.183	-70.399	1.52	-2.40162	0.41549	0
1.317	-10.169	-70.728	1.52	-2.41285	0.34682	0
1.317	-8.146	-70.998	1.521	-2.42209	0.27781	0
1.318	-6.116	-71.211	1.521	-2.42935	0.20859	0
1.317	-4.081	-71.365	1.521	-2.43462	0.13919	0
1.317	-2.041	-71.462	1.522	-2.43792	0.06961	0
1.317	0	-71.5	1.522	-2.43922	0	0
1.317	2.042	-71.48	1.523	-2.43853	-0.06963	0
1.316	4.083	-71.401	1.523	-2.43585	-0.13926	0
1.315	6.121	-71.265	1.523	-2.43118	-0.20875	0
1.315	8.154	-71.07	1.524	-2.42453	-0.27809	0
1.314	10.182	-70.817	1.524	-2.41589	-0.34726	0
1.312	12.201	-70.507	1.525	-2.40532	-0.41613	0
1.311	14.212	-70.139	1.525	-2.39274	-0.48472	0
1.31	16.211	-69.713	1.525	-2.37822	-0.55288	0
1.309	18.197	-69.23	1.526	-2.36175	-0.62062	0
1.308	20.17	-68.691	1.526	-2.34333	-0.68791	0
1.307	22.126	-68.096	1.526	-2.32301	-0.75461	0
1.306	24.064	-67.445	1.527	-2.30079	-0.82071	0
1.305	25.984	-66.738	1.527	-2.27668	-0.88621	0
1.304	27.882	-65.977	1.528	-2.25071	-0.95095	0
1.303	29.758	-65.163	1.528	-2.22291	-1.01494	0
1.302	31.611	-64.294	1.528	-2.19326	-1.07816	0
1.301	33.439	-63.374	1.529	-2.16186	-1.14049	0
1.3	35.24	-62.401	1.529	-2.12865	-1.20194	0
1.299	37.012	-61.377	1.53	-2.09371	-1.26238	0
1.298	38.754	-60.303	1.53	-2.05705	-1.32181	0
1.298	40.466	-59.179	1.53	-2.01868	-1.38021	0
1.299	42.144	-58.007	1.531	-1.97868	-1.43746	0
1.299	43.789	-56.787	1.531	-1.93706	-1.49356	0
1.3	45.399	-55.52	1.531	-1.89382	-1.54849	0
1.301	46.971	-54.208	1.532	-1.84906	-1.60214	0
1.301	48.506	-52.851	1.532	-1.80277	-1.6545	0
1.301	50.002	-51.45	1.533	-1.75497	-1.70555	0
1.301	51.458	-50.009	1.533	-1.70579	-1.75522	0
1.3	52.872	-48.525	1.533	-1.65514	-1.80347	0
1.299	54.242	-47.001	1.534	-1.60317	-1.85024	0
1.297	55.569	-45.439	1.534	-1.54987	-1.89551	0
1.296	56.852	-43.839	1.535	-1.49527	-1.93928	0
1.295	58.087	-42.203	1.535	-1.43947	-1.98144	0
1.294	59.276	-40.532	1.535	-1.38248	-2.02201	0
1.293	60.417	-38.827	1.536	-1.32431	-2.06096	0
1.293	61.509	-37.091	1.536	-1.26509	-2.09821	0
1.293	62.551	-35.325	1.537	-1.20482	-2.13376	0
1.293	63.542	-33.528	1.537	-1.14352	-2.1676	0
1.294	64.482	-31.704	1.537	-1.08132	-2.19969	0
1.294	65.37	-29.853	1.538	-1.01817	-2.22998	0
1.295	66.204	-27.978	1.538	-0.95422	-2.25845	0
1.295	66.984	-26.08	1.539	-0.88947	-2.28507	0
1.295	67.71	-24.158	1.539	-0.82395	-2.30986	0
1.296	68.381	-22.218	1.539	-0.75777	-2.33275	0
1.296	68.996	-20.26	1.54	-0.69096	-2.35375	0
1.296	69.555	-18.283	1.54	-0.62353	-2.37284	0
1.296	70.058	-16.291	1.54	-0.55562	-2.38999	0
1.297	70.503	-14.286	1.541	-0.48724	-2.40519	0
1.297	70.891	-12.268	1.541	-0.4184	-2.41844	0
1.298	71.223	-10.24	1.542	-0.34925	-2.42975	0
1.298	71.495	-8.203	1.542	-0.27975	-2.43905	0
1.298	71.709	-6.159	1.542	-0.21005	-2.44635	0
1.298	71.865	-4.11	1.543	-0.14016	-2.45166	0
1.298	71.962	-2.055	1.543	-0.0701	-2.45498	0
1.297	72	0	1.544	0	-2.45629	0
1.263	71.981	2.002	1.544	0.06827	-2.45564	0
1.262	71.907	4.003	1.544	0.13651	-2.4531	0
1.262	71.777	6.001	1.545	0.20465	-2.44866	0
1.261	71.59	7.995	1.545	0.27266	-2.44229	0
1.26	71.349	9.983	1.545	0.34047	-2.43406	0
1.259	71.053	11.964	1.546	0.40803	-2.42395	0
1.258	70.702	13.935	1.546	0.47526	-2.41197	0
1.257	70.296	15.897	1.547	0.54218	-2.39811	0
1.256	69.835	17.848	1.547	0.6087	-2.3824	0
1.255	69.32	19.784	1.547	0.67475	-2.3648	0
1.254	68.752	21.706	1.548	0.74031	-2.34541	0
1.253	68.13	23.612	1.548	0.80531	-2.3242	0
1.252	67.456	25.5	1.549	0.86971	-2.30118	0
1.252	66.729	27.369	1.549	0.93345	-2.27638	0
1.25	65.951	29.217	1.549	0.99649	-2.24981	0
1.249	65.121	31.043	1.55	1.05878	-2.2215	0
1.248	64.24	32.845	1.55	1.12024	-2.19143	0
1.247	63.31	34.623	1.55	1.18088	-2.15969	0
1.247	62.332	36.373	1.551	1.24057	-2.12629	0
1.246	61.304	38.096	1.551	1.29937	-2.09122	0
1.246	60.229	39.791	1.552	1.35717	-2.05453	0
1.246	59.107	41.455	1.552	1.41394	-2.01623	0
1.246	57.939	43.087	1.552	1.46964	-1.97637	0
1.247	56.725	44.686	1.553	1.52419	-1.93495	0
1.247	55.468	46.252	1.553	1.57759	-1.89205	0
1.248	54.167	47.782	1.553	1.6298	-1.84767	0
1.248	52.825	49.275	1.554	1.68075	-1.80186	0
1.248	51.441	50.731	1.554	1.73042	-1.75464	0
1.248	50.017	52.148	1.555	1.77877	-1.70605	0
1.247	48.553	53.524	1.555	1.82573	-1.65612	0
1.246	47.052	54.86	1.555	1.87131	-1.60491	0
1.245	45.516	56.153	1.556	1.91543	-1.55248	0
1.244	43.942	57.404	1.556	1.95812	-1.49881	0
1.242	42.335	58.61	1.557	1.99929	-1.44397	0
1.241	40.694	59.772	1.557	2.03894	-1.388	0
1.241	39.022	60.888	1.557	2.07701	-1.33094	0
1.241	37.318	61.956	1.558	2.11347	-1.27283	0
1.241	35.586	62.977	1.558	2.14832	-1.21373	0
1.241	33.826	63.95	1.558	2.18152	-1.15369	0
1.242	32.039	64.874	1.559	2.21305	-1.09274	0
1.242	30.227	65.748	1.559	2.24287	-1.03092	0
1.242	28.391	66.571	1.56	2.27097	-0.9683	0
1.243	26.532	67.343	1.56	2.29731	-0.90492	0
1.243	24.654	68.061	1.56	2.32184	-0.84085	0
1.243	22.755	68.729	1.561	2.34463	-0.77608	0
1.243	20.838	69.344	1.561	2.36561	-0.7107	0
1.243	18.905	69.905	1.561	2.38477	-0.64476	0
1.244	16.956	70.412	1.562	2.40208	-0.5783	0
1.244	14.994	70.865	1.562	2.41754	-0.51138	0
1.245	13.02	71.262	1.563	2.43111	-0.44405	0
1.245	11.035	71.606	1.563	2.44282	-0.37636	0
1.245	9.041	71.894	1.563	2.45266	-0.30836	0
1.245	7.04	72.126	1.564	2.46059	-0.24011	0
1.245	5.033	72.303	1.564	2.46663	-0.17165	0
1.245	3.022	72.424	1.565	2.47076	-0.10305	0
1.245	1.007	72.489	1.565	2.47298	-0.03435	0
1.245	-1.007	72.497	1.565	2.47325	0.03435	0
1.244	-3.023	72.45	1.566	2.47165	0.10309	0
1.244	-5.036	72.347	1.566	2.46813	0.17176	0
1.243	-7.046	72.188	1.566	2.4627	0.24031	0
1.242	-9.051	71.973	1.567	2.45537	0.3087	0
1.242	-11.05	71.703	1.567	2.44613	0.37686	0
1.241	-13.041	71.376	1.568	2.435	0.44476	0
1.24	-15.022	70.994	1.568	2.42195	0.51231	0
1.239	-16.992	70.558	1.568	2.40706	0.5795	0
1.238	-18.949	70.067	1.569	2.3903	0.64626	0
1.237	-20.892	69.522	1.569	2.37169	0.71253	0
1.236	-22.819	68.923	1.569	2.35124	0.77827	0
1.235	-24.73	68.27	1.57	2.32897	0.84342	0
1.234	-26.62	67.564	1.57	2.30487	0.90789	0
1.234	-28.491	66.806	1.571	2.279	0.97173	0
1.232	-30.341	65.997	1.571	2.25137	1.03483	0
1.232	-32.168	65.136	1.571	2.22199	1.09715	0
1.231	-33.971	64.224	1.572	2.19088	1.15863	0
1.23	-35.747	63.263	1.572	2.15807	1.21924	0
1.229	-37.497	62.252	1.573	2.12358	1.27892	0
1.228	-39.217	61.193	1.573	2.08741	1.33761	0
1.228	-40.908	60.086	1.573	2.04966	1.3953	0
1.229	-42.568	58.933	1.574	2.0103	1.45192	0
1.229	-44.195	57.734	1.574	1.96939	1.50744	0
1.23	-45.789	56.49	1.574	1.92694	1.56181	0
1.23	-47.347	55.203	1.575	1.88302	1.61495	0
1.231	-48.869	53.872	1.575	1.83761	1.66689	0
1.231	-50.353	52.499	1.576	1.79074	1.71753	0
1.231	-51.8	51.085	1.576	1.7425	1.76688	0
1.23	-53.206	49.631	1.576	1.6929	1.81488	0
1.229	-54.572	48.139	1.577	1.64198	1.86149	0
1.228	-55.896	46.609	1.577	1.58979	1.90667	0
1.227	-57.177	45.043	1.578	1.53635	1.95039	0
1.226	-58.414	43.441	1.578	1.48169	1.99258	0
1.225	-59.606	41.805	1.578	1.42589	2.03328	0
1.224	-60.753	40.137	1.579	1.36898	2.07241	0
1.224	-61.853	38.437	1.579	1.311	2.10995	0
1.224	-62.905	36.707	1.579	1.25199	2.14586	0
1.224	-63.909	34.95	1.58	1.19204	2.18011	0
1.224	-64.864	33.164	1.58	1.13111	2.2127	0
1.225	-65.768	31.351	1.581	1.06929	2.24356	0
1.225	-66.622	29.514	1.581	1.00663	2.27272	0
1.226	-67.425	27.654	1.581	0.94319	2.30013	0
1.226	-68.176	25.773	1.582	0.879	2.32576	0
1.226	-68.875	23.87	1.582	0.81411	2.34961	0
1.226	-69.52	21.949	1.583	0.74859	2.37164	0
1.226	-70.112	20.01	1.583	0.68246	2.39185	0
1.227	-70.649	18.056	1.583	0.61579	2.41018	0
1.227	-71.133	16.087	1.584	0.54863	2.42668	0
1.227	-71.561	14.105	1.584	0.48104	2.44131	0
1.227	-71.934	12.113	1.584	0.4131	2.45404	0
1.228	-72.252	10.109	1.585	0.34478	2.46489	0
1.228	-72.514	8.098	1.585	0.27618	2.47384	0
1.228	-72.719	6.08	1.586	0.20734	2.48084	0
1.228	-72.869	4.056	1.586	0.13833	2.48596	0
1.228	-72.963	2.029	1.586	0.0692	2.48915	0
1.228	-73	0	1.587	0	2.49042	0
1.227	-72.981	-2.03	1.587	-0.06922	2.48977	0
